model,prompt,input_tokens,output_tokens,preprocess_ms,forward_s,postprocess_ms,total_s,decode_tok_s
bf16,short,64,150,0.7818560115993023,3.412745343055576,0.19239308312535286,3.4137195921503007,43.95776175247315
bf16,medium,102,150,1.2293205363675952,3.451853978447616,0.35156100057065487,3.4534348599845544,43.45510294833167
bf16,long,212,150,1.1832709424197674,3.4963490465888754,0.22291741333901882,3.497755234944634,42.90226462019935
w8a8,short,64,150,0.6801269482821226,19.324146509519778,0.3668909193947911,19.325193527387455,7.762318215775398
w8a8,medium,102,150,0.9140740148723125,19.553820118540898,0.43108954560011625,19.55516528210137,7.676609586694575
w8a8,long,212,150,1.211147871799767,20.559560886002146,0.6084155756980181,20.561380449449643,7.295900437436224
